_ID,fecha,Nombre_Centro,Contador_Asistieron
7375,6/25/2015,Warrington Community Center,109
7376,6/25/2015,West Penn Community Center,40
7377,6/24/2015,Phillips Community Center,236
7378,6/24/2015,Paulson Community Center,92
7379,6/24/2015,Brookline Community Center,238
7380,6/24/2015,Ammon Community Center,173
7381,6/24/2015,Arlington Community Center,62
7382,6/24/2015,Magee Community Center,67
7383,6/24/2015,Jefferson Community Center,67
7384,6/24/2015,Ormsby Community Center,114
7385,6/24/2015,West Penn Community Center,49
7386,6/24/2015,Warrington Community Center,104
7387,6/23/2015,Paulson Community Center,79
7388,6/23/2015,Phillips Community Center,185
7389,6/23/2015,Arlington Community Center,80
7390,6/23/2015,Ammon Community Center,193
7391,6/23/2015,Brookline Community Center,180
7392,6/23/2015,Ormsby Community Center,35
7393,6/23/2015,Jefferson Community Center,97
7394,6/23/2015,Magee Community Center,35
7395,6/23/2015,Warrington Community Center,85
7396,6/23/2015,West Penn Community Center,87
7397,6/22/2015,Phillips Community Center,285
7398,6/22/2015,Paulson Community Center,83
7399,6/22/2015,Brookline Community Center,317
7400,6/22/2015,Ammon Community Center,152
7401,6/22/2015,Arlington Community Center,108
7402,6/22/2015,Magee Community Center,65
7403,6/22/2015,Jefferson Community Center,118
7404,6/22/2015,Ormsby Community Center,129
7405,6/22/2015,West Penn Community Center,56
7406,6/22/2015,Warrington Community Center,73
7407,6/20/2015,Phillips Community Center,78
7408,6/20/2015,Ammon Community Center,12
7409,6/20/2015,Brookline Community Center,66
7410,6/20/2015,Ormsby Community Center,30
7411,6/20/2015,Magee Community Center,44
7412,6/20/2015,Warrington Community Center,2
7413,6/20/2015,West Penn Community Center,18
7414,6/19/2015,Phillips Community Center,203
7415,6/19/2015,Paulson Community Center,98
7416,6/19/2015,Brookline Community Center,143
7417,6/19/2015,Ammon Community Center,65
7418,6/19/2015,Arlington Community Center,42
7419,6/19/2015,Magee Community Center,106
7420,6/19/2015,Jefferson Community Center,101
7421,6/19/2015,Ormsby Community Center,57
7422,6/19/2015,West Penn Community Center,58
7423,6/19/2015,Warrington Community Center,46
7424,6/18/2015,Paulson Community Center,68
7425,6/18/2015,Phillips Community Center,164
7426,6/18/2015,Arlington Community Center,63
7427,6/18/2015,Ammon Community Center,136
7428,6/18/2015,Brookline Community Center,179
7429,6/18/2015,Ormsby Community Center,58
7430,6/18/2015,Jefferson Community Center,134
7431,6/18/2015,Magee Community Center,91
7432,6/18/2015,Warrington Community Center,79
7433,6/18/2015,West Penn Community Center,41
7434,6/17/2015,Phillips Community Center,253
7482,6/11/2015,Ammon Community Center,22
7435,6/17/2015,Paulson Community Center,130
7436,6/17/2015,Brookline Community Center,176
7437,6/17/2015,Ammon Community Center,120
7438,6/17/2015,Arlington Community Center,41
7439,6/17/2015,Magee Community Center,44
7440,6/17/2015,Jefferson Community Center,121
7441,6/17/2015,Ormsby Community Center,73
7442,6/17/2015,West Penn Community Center,57
7443,6/17/2015,Warrington Community Center,74
7444,6/16/2015,Paulson Community Center,112
7445,6/16/2015,Phillips Community Center,188
7446,6/16/2015,Arlington Community Center,59
7447,6/16/2015,Ammon Community Center,121
7448,6/16/2015,Brookline Community Center,263
7449,6/16/2015,Ormsby Community Center,42
7450,6/16/2015,Jefferson Community Center,149
7451,6/16/2015,Magee Community Center,62
7452,6/16/2015,Warrington Community Center,63
7453,6/16/2015,West Penn Community Center,64
7454,6/15/2015,Phillips Community Center,266
7455,6/15/2015,Paulson Community Center,77
7456,6/15/2015,Brookline Community Center,274
7457,6/15/2015,Ammon Community Center,92
7458,6/15/2015,Arlington Community Center,107
7459,6/15/2015,Magee Community Center,28
7460,6/15/2015,Jefferson Community Center,86
7461,6/15/2015,West Penn Community Center,74
7462,6/15/2015,Warrington Community Center,52
7463,6/14/2015,Jefferson Community Center,17
7464,6/13/2015,Paulson Community Center,71
7465,6/13/2015,Phillips Community Center,79
7466,6/13/2015,Ammon Community Center,6
7467,6/13/2015,Brookline Community Center,180
7468,6/13/2015,Magee Community Center,34
7469,6/13/2015,West Penn Community Center,54
7470,6/12/2015,Phillips Community Center,266
7471,6/12/2015,Paulson Community Center,134
7472,6/12/2015,Brookline Community Center,176
7473,6/12/2015,Ammon Community Center,57
7474,6/12/2015,Arlington Community Center,70
7475,6/12/2015,Magee Community Center,45
7476,6/12/2015,Jefferson Community Center,85
7477,6/12/2015,West Penn Community Center,42
7478,6/12/2015,Warrington Community Center,23
7479,6/11/2015,Paulson Community Center,118
7480,6/11/2015,Phillips Community Center,210
7481,6/11/2015,Arlington Community Center,171
7483,6/11/2015,Brookline Community Center,300
7484,6/11/2015,Jefferson Community Center,70
7485,6/11/2015,Magee Community Center,91
7486,6/11/2015,Ormsby Community Center,16
7487,6/11/2015,Warrington Community Center,73
7488,6/11/2015,West Penn Community Center,43
7489,6/10/2015,Phillips Community Center,206
7490,6/10/2015,Paulson Community Center,85
7491,6/10/2015,Brookline Community Center,301
7492,6/10/2015,Ammon Community Center,47
7493,6/10/2015,Arlington Community Center,85
7494,6/10/2015,Ormsby Community Center,1
7495,6/10/2015,Magee Community Center,54
7496,6/10/2015,West Penn Community Center,117
7497,6/10/2015,Warrington Community Center,97
7498,6/9/2015,Paulson Community Center,62
7499,6/9/2015,Phillips Community Center,312
7500,6/9/2015,Arlington Community Center,129
7501,6/9/2015,Ammon Community Center,120
7502,6/9/2015,Brookline Community Center,291
7503,6/9/2015,Magee Community Center,76
7504,6/9/2015,Jefferson Community Center,66
7505,6/9/2015,Warrington Community Center,71
7506,6/9/2015,West Penn Community Center,58
7507,6/8/2015,Phillips Community Center,179
7508,6/8/2015,Paulson Community Center,64
7509,6/8/2015,Brookline Community Center,311
7510,6/8/2015,Ammon Community Center,109
7511,6/8/2015,Arlington Community Center,105
7512,6/8/2015,Jefferson Community Center,87
7513,6/8/2015,Magee Community Center,88
7514,6/8/2015,Ormsby Community Center,50
7515,6/8/2015,West Penn Community Center,51
7516,6/8/2015,Warrington Community Center,71
7517,6/6/2015,Phillips Community Center,86
7518,6/6/2015,Ammon Community Center,7
7519,6/6/2015,Brookline Community Center,132
7520,6/6/2015,Ormsby Community Center,9
7521,6/6/2015,Magee Community Center,47
7522,6/6/2015,Warrington Community Center,4
7523,6/6/2015,West Penn Community Center,51
7524,6/5/2015,Phillips Community Center,90
7525,6/5/2015,Paulson Community Center,88
7526,6/5/2015,Brookline Community Center,192
7527,6/5/2015,Ammon Community Center,48
7528,6/5/2015,Arlington Community Center,40
7529,6/5/2015,Magee Community Center,35
7530,6/5/2015,Jefferson Community Center,44
7531,6/5/2015,Ormsby Community Center,13
7532,6/5/2015,West Penn Community Center,57
7533,6/5/2015,Warrington Community Center,8
7534,6/4/2015,Paulson Community Center,66
7535,6/4/2015,Phillips Community Center,149
7536,6/4/2015,Arlington Community Center,124
7537,6/4/2015,Ammon Community Center,72
7538,6/4/2015,Brookline Community Center,210
7539,6/4/2015,Ormsby Community Center,44
7540,6/4/2015,Jefferson Community Center,64
7541,6/4/2015,Magee Community Center,46
7542,6/4/2015,Warrington Community Center,49
7543,6/4/2015,West Penn Community Center,132
7544,6/3/2015,Phillips Community Center,123
7545,6/3/2015,Paulson Community Center,179
7546,6/3/2015,Brookline Community Center,213
7547,6/3/2015,Ammon Community Center,83
7548,6/3/2015,Arlington Community Center,70
7549,6/3/2015,Magee Community Center,49
7550,6/3/2015,Jefferson Community Center,53
7551,6/3/2015,Ormsby Community Center,47
7552,6/3/2015,West Penn Community Center,47
7553,6/3/2015,Warrington Community Center,78
7554,6/2/2015,Paulson Community Center,74
7555,6/2/2015,Phillips Community Center,113
7556,6/2/2015,Arlington Community Center,95
7557,6/2/2015,Ammon Community Center,106
7558,6/2/2015,Brookline Community Center,258
7559,6/2/2015,Ormsby Community Center,59
7560,6/2/2015,Jefferson Community Center,41
7561,6/2/2015,Magee Community Center,80
7562,6/2/2015,Warrington Community Center,55
7563,6/2/2015,West Penn Community Center,73
7564,6/1/2015,Phillips Community Center,105
7565,6/1/2015,Paulson Community Center,87
7566,6/1/2015,Brookline Community Center,169
7567,6/1/2015,Ammon Community Center,95
7568,6/1/2015,Arlington Community Center,117
7569,6/1/2015,Magee Community Center,52
7570,6/1/2015,Jefferson Community Center,31
7571,6/1/2015,Ormsby Community Center,28
7572,6/1/2015,West Penn Community Center,52
7573,6/1/2015,Warrington Community Center,17
7574,5/29/2015,Paulson Community Center,4
7575,5/29/2015,Phillips Community Center,17
7576,5/29/2015,Arlington Community Center,1
7577,5/29/2015,Ammon Community Center,19
7578,5/29/2015,Brookline Community Center,37
7579,5/29/2015,Ormsby Community Center,5
7580,5/29/2015,Magee Community Center,40
7581,5/29/2015,Warrington Community Center,4
7582,5/29/2015,West Penn Community Center,23
7583,5/28/2015,Phillips Community Center,102
7584,5/28/2015,Paulson Community Center,39
7585,5/28/2015,Brookline Community Center,116
7586,5/28/2015,Ammon Community Center,71
7587,5/28/2015,Arlington Community Center,149
7588,5/28/2015,Magee Community Center,57
7589,5/28/2015,Jefferson Community Center,45
7590,5/28/2015,Ormsby Community Center,42
7591,5/28/2015,West Penn Community Center,131
7592,5/28/2015,Warrington Community Center,68
7593,5/27/2015,Paulson Community Center,64
7594,5/27/2015,Phillips Community Center,118
7595,5/27/2015,Arlington Community Center,89
7596,5/27/2015,Ammon Community Center,74
7597,5/27/2015,Brookline Community Center,148
7598,5/27/2015,Jefferson Community Center,36
7599,5/27/2015,Magee Community Center,36
7600,5/27/2015,Warrington Community Center,40
7601,5/27/2015,West Penn Community Center,59
7602,5/26/2015,Phillips Community Center,74
7603,5/26/2015,Paulson Community Center,62
7604,5/26/2015,Brookline Community Center,128
7605,5/26/2015,Ammon Community Center,89
7606,5/26/2015,Arlington Community Center,83
7607,5/26/2015,Magee Community Center,69
7608,5/26/2015,Jefferson Community Center,33
7609,5/26/2015,West Penn Community Center,45
7610,5/26/2015,Warrington Community Center,63
7611,5/23/2015,Phillips Community Center,34
7612,5/23/2015,Brookline Community Center,62
7613,5/23/2015,Magee Community Center,30
7614,5/23/2015,Ormsby Community Center,2
7615,5/23/2015,West Penn Community Center,20
7616,5/22/2015,Phillips Community Center,39
7617,5/22/2015,Paulson Community Center,60
7618,5/22/2015,Brookline Community Center,264
7619,5/22/2015,Arlington Community Center,36
7620,5/22/2015,Ammon Community Center,35
7621,5/22/2015,Ormsby Community Center,8
7622,5/22/2015,Magee Community Center,15
7623,5/22/2015,Jefferson Community Center,31
7624,5/22/2015,West Penn Community Center,47
7625,5/22/2015,Warrington Community Center,26
7626,5/21/2015,Paulson Community Center,41
7627,5/21/2015,Phillips Community Center,76
7628,5/21/2015,Ammon Community Center,93
7629,5/21/2015,Arlington Community Center,34
7630,5/21/2015,Brookline Community Center,105
7631,5/21/2015,Jefferson Community Center,13
7632,5/21/2015,Magee Community Center,54
7633,5/21/2015,Ormsby Community Center,29
7634,5/21/2015,Warrington Community Center,39
7635,5/21/2015,West Penn Community Center,120
7636,5/20/2015,Phillips Community Center,101
7637,5/20/2015,Paulson Community Center,77
7638,5/20/2015,Brookline Community Center,194
7639,5/20/2015,Arlington Community Center,28
7640,5/20/2015,Ammon Community Center,89
7641,5/20/2015,Ormsby Community Center,4
7642,5/20/2015,Magee Community Center,52
7643,5/20/2015,Jefferson Community Center,38
7644,5/20/2015,West Penn Community Center,84
7645,5/20/2015,Warrington Community Center,52
7646,5/19/2015,Paulson Community Center,179
7647,5/19/2015,Phillips Community Center,223
7648,5/19/2015,Ammon Community Center,93
7649,5/19/2015,Arlington Community Center,27
7650,5/19/2015,Brookline Community Center,424
7651,5/19/2015,Jefferson Community Center,36
7652,5/19/2015,Magee Community Center,43
7653,5/19/2015,Ormsby Community Center,53
7654,5/19/2015,Warrington Community Center,2
7655,5/19/2015,West Penn Community Center,48
7656,5/18/2015,Phillips Community Center,136
7657,5/18/2015,Paulson Community Center,67
7658,5/18/2015,Brookline Community Center,133
7659,5/18/2015,Arlington Community Center,53
7660,5/18/2015,Ammon Community Center,74
7661,5/18/2015,Ormsby Community Center,16
7662,5/18/2015,Magee Community Center,25
7663,5/18/2015,Jefferson Community Center,40
7664,5/18/2015,West Penn Community Center,65
7665,5/18/2015,Warrington Community Center,47
7666,5/16/2015,Phillips Community Center,35
7667,5/16/2015,Brookline Community Center,69
7668,5/16/2015,Magee Community Center,51
7669,5/16/2015,Ormsby Community Center,10
7670,5/16/2015,Warrington Community Center,6
7671,5/16/2015,West Penn Community Center,12
7672,5/15/2015,Phillips Community Center,88
7673,5/15/2015,Paulson Community Center,75
7674,5/15/2015,Brookline Community Center,141
7675,5/15/2015,Ammon Community Center,60
7676,5/15/2015,Arlington Community Center,75
7677,5/15/2015,Ormsby Community Center,26
7678,5/15/2015,Magee Community Center,38
7679,5/15/2015,Jefferson Community Center,33
7680,5/15/2015,West Penn Community Center,49
7681,5/15/2015,Warrington Community Center,13
7682,5/14/2015,Paulson Community Center,43
7683,5/14/2015,Phillips Community Center,127
7684,5/14/2015,Arlington Community Center,118
7685,5/14/2015,Ammon Community Center,126
7686,5/14/2015,Brookline Community Center,122
7687,5/14/2015,Jefferson Community Center,59
7688,5/14/2015,Magee Community Center,71
7689,5/14/2015,Ormsby Community Center,37
7690,5/14/2015,Warrington Community Center,39
7691,5/14/2015,West Penn Community Center,123
7692,5/13/2015,Phillips Community Center,78
7693,5/13/2015,Paulson Community Center,66
7694,5/13/2015,Brookline Community Center,198
7695,5/13/2015,Ammon Community Center,103
7696,5/13/2015,Arlington Community Center,78
7697,5/13/2015,Ormsby Community Center,33
7698,5/13/2015,Magee Community Center,33
7699,5/13/2015,Jefferson Community Center,35
7700,5/13/2015,West Penn Community Center,44
7701,5/13/2015,Warrington Community Center,51
7702,5/12/2015,Paulson Community Center,38
7703,5/12/2015,Phillips Community Center,56
7704,5/12/2015,Arlington Community Center,39
7705,5/12/2015,Ammon Community Center,72
7706,5/12/2015,Brookline Community Center,110
7707,5/12/2015,Jefferson Community Center,36
7708,5/12/2015,Magee Community Center,89
7709,5/12/2015,Ormsby Community Center,32
7710,5/12/2015,Warrington Community Center,47
7711,5/12/2015,West Penn Community Center,50
7712,5/11/2015,Phillips Community Center,97
7713,5/11/2015,Paulson Community Center,66
7714,5/11/2015,Brookline Community Center,180
7715,5/11/2015,Ammon Community Center,86
7716,5/11/2015,Arlington Community Center,95
7717,5/11/2015,Ormsby Community Center,47
7718,5/11/2015,Magee Community Center,28
7719,5/11/2015,Jefferson Community Center,35
7720,5/11/2015,West Penn Community Center,59
7721,5/11/2015,Warrington Community Center,53
7722,5/9/2015,Phillips Community Center,37
7723,5/9/2015,Ammon Community Center,33
7724,5/9/2015,Brookline Community Center,120
7725,5/9/2015,Magee Community Center,97
7726,5/9/2015,Ormsby Community Center,8
7727,5/9/2015,Warrington Community Center,2
7728,5/9/2015,West Penn Community Center,14
7729,5/8/2015,Phillips Community Center,73
7730,5/8/2015,Paulson Community Center,189
7731,5/8/2015,Brookline Community Center,130
7732,5/8/2015,Ammon Community Center,43
7733,5/8/2015,Arlington Community Center,110
7734,5/8/2015,Ormsby Community Center,31
7735,5/8/2015,Magee Community Center,32
7736,5/8/2015,Jefferson Community Center,41
7737,5/8/2015,West Penn Community Center,50
7738,5/8/2015,Warrington Community Center,41
7739,5/7/2015,Paulson Community Center,61
7740,5/7/2015,Phillips Community Center,56
7741,5/7/2015,Arlington Community Center,145
7742,5/7/2015,Ammon Community Center,86
7743,5/7/2015,Brookline Community Center,100
7744,5/7/2015,Jefferson Community Center,40
7745,5/7/2015,Magee Community Center,78
7746,5/7/2015,Ormsby Community Center,22
7747,5/7/2015,Warrington Community Center,46
7748,5/7/2015,West Penn Community Center,123
7749,5/6/2015,Phillips Community Center,91
7750,5/6/2015,Paulson Community Center,63
7751,5/6/2015,Brookline Community Center,219
7752,5/6/2015,Ammon Community Center,108
7753,5/6/2015,Arlington Community Center,101
7754,5/6/2015,Ormsby Community Center,30
7755,5/6/2015,Magee Community Center,26
7756,5/6/2015,Jefferson Community Center,39
7757,5/6/2015,West Penn Community Center,44
7758,5/6/2015,Warrington Community Center,68
7759,5/5/2015,Paulson Community Center,37
7760,5/5/2015,Phillips Community Center,96
7761,5/5/2015,Arlington Community Center,125
7762,5/5/2015,Ammon Community Center,85
7763,5/5/2015,Brookline Community Center,98
7764,5/5/2015,Jefferson Community Center,59
7765,5/5/2015,Magee Community Center,61
7766,5/5/2015,Ormsby Community Center,37
7767,5/5/2015,Warrington Community Center,33
7768,5/5/2015,West Penn Community Center,67
7769,5/4/2015,Phillips Community Center,111
7770,5/4/2015,Paulson Community Center,58
7771,5/4/2015,Brookline Community Center,192
7772,5/4/2015,Ammon Community Center,107
7773,5/4/2015,Arlington Community Center,134
7774,5/4/2015,Ormsby Community Center,46
7775,5/4/2015,Magee Community Center,27
7776,5/4/2015,Jefferson Community Center,33
7777,5/4/2015,West Penn Community Center,63
7778,5/4/2015,Warrington Community Center,57
7779,5/2/2015,Phillips Community Center,217
7780,5/2/2015,Brookline Community Center,224
7781,5/2/2015,Magee Community Center,44
7782,5/2/2015,Ormsby Community Center,25
7783,5/2/2015,West Penn Community Center,32
7784,5/1/2015,Phillips Community Center,285
7785,5/1/2015,Paulson Community Center,62
7786,5/1/2015,Phillips Park Field,1
7787,5/1/2015,Brookline Community Center,120
7788,5/1/2015,Arlington Community Center,193
7789,5/1/2015,Ammon Community Center,95
7790,5/1/2015,Ormsby Community Center,29
7791,5/1/2015,Magee Community Center,62
7792,5/1/2015,Jefferson Community Center,29
7793,5/1/2015,West Penn Community Center,41
7794,5/1/2015,Warrington Community Center,56
7795,4/30/2015,Paulson Community Center,28
7796,4/30/2015,Phillips Community Center,84
7797,4/30/2015,Ammon Community Center,125
7798,4/30/2015,Arlington Community Center,93
7799,4/30/2015,Brookline Community Center,115
7800,4/30/2015,Jefferson Community Center,28
7801,4/30/2015,Magee Community Center,57
7802,4/30/2015,Ormsby Community Center,27
7803,4/30/2015,Warrington Community Center,34
7804,4/30/2015,West Penn Community Center,40
7805,4/29/2015,Phillips Community Center,237
7806,4/29/2015,Paulson Community Center,59
7807,4/29/2015,Brookline Community Center,195
7808,4/29/2015,Arlington Community Center,84
7809,4/29/2015,Ammon Community Center,166
7810,4/29/2015,Ormsby Community Center,24
7811,4/29/2015,Magee Community Center,41
7812,4/29/2015,Jefferson Community Center,42
7813,4/29/2015,West Penn Community Center,62
7814,4/29/2015,Warrington Community Center,35
7815,4/28/2015,Phillips Community Center,55
7816,4/28/2015,Ammon Community Center,103
7817,4/28/2015,Arlington Community Center,87
7818,4/28/2015,Brookline Community Center,226
7819,4/28/2015,Jefferson Community Center,23
7820,4/28/2015,Magee Community Center,75
7821,4/28/2015,Ormsby Community Center,29
7822,4/28/2015,Warrington Community Center,40
7823,4/28/2015,West Penn Community Center,41
7824,4/27/2015,Phillips Community Center,89
7825,4/27/2015,Paulson Community Center,48
7826,4/27/2015,Brookline Community Center,156
7827,4/27/2015,Arlington Community Center,41
7828,4/27/2015,Ammon Community Center,134
7829,4/27/2015,Ormsby Community Center,28
7830,4/27/2015,Magee Community Center,11
7831,4/27/2015,Jefferson Community Center,23
7832,4/27/2015,West Penn Community Center,44
7833,4/27/2015,Warrington Community Center,32
7834,4/25/2015,Phillips Community Center,32
7835,4/25/2015,Brookline Community Center,91
7836,4/25/2015,Warrington Community Center,1
7837,4/25/2015,West Penn Community Center,33
7838,4/24/2015,Phillips Community Center,75
7839,4/24/2015,Paulson Community Center,35
7840,4/24/2015,Brookline Community Center,114
7841,4/24/2015,Ammon Community Center,60
7842,4/24/2015,Arlington Community Center,116
7843,4/24/2015,Jefferson Community Center,32
7844,4/24/2015,Magee Community Center,73
7845,4/24/2015,Ormsby Community Center,1
7846,4/24/2015,West Penn Community Center,47
7847,4/24/2015,Warrington Community Center,25
7848,4/23/2015,Paulson Community Center,28
7849,4/23/2015,Phillips Community Center,85
7850,4/23/2015,Arlington Community Center,133
7851,4/23/2015,Ammon Community Center,137
7852,4/23/2015,Brookline Community Center,145
7853,4/23/2015,Ormsby Community Center,19
7854,4/23/2015,Magee Community Center,69
7855,4/23/2015,Jefferson Community Center,24
7856,4/23/2015,Warrington Community Center,53
7857,4/23/2015,West Penn Community Center,39
7858,4/22/2015,Phillips Community Center,85
7859,4/22/2015,Paulson Community Center,50
7860,4/22/2015,Brookline Community Center,181
7861,4/22/2015,Ammon Community Center,115
7862,4/22/2015,Arlington Community Center,76
7863,4/22/2015,Jefferson Community Center,29
7864,4/22/2015,Magee Community Center,82
7865,4/22/2015,Ormsby Community Center,19
7866,4/22/2015,West Penn Community Center,47
7867,4/21/2015,Paulson Community Center,37
7868,4/21/2015,Phillips Community Center,79
7869,4/21/2015,Arlington Community Center,134
7870,4/21/2015,Ammon Community Center,128
7871,4/21/2015,Brookline Community Center,157
7872,4/21/2015,Ormsby Community Center,5
7873,4/21/2015,Magee Community Center,55
7874,4/21/2015,Jefferson Community Center,25
7875,4/21/2015,West Penn Community Center,43
7876,4/21/2015,Warrington Community Center,40
7877,4/20/2015,Phillips Community Center,78
7878,4/20/2015,Paulson Community Center,56
7879,4/20/2015,Brookline Community Center,179
7880,4/20/2015,Ammon Community Center,78
7881,4/20/2015,Arlington Community Center,122
7882,4/20/2015,Jefferson Community Center,23
7883,4/20/2015,Magee Community Center,55
7884,4/20/2015,Ormsby Community Center,38
7885,4/20/2015,Warrington Community Center,58
7886,4/20/2015,West Penn Community Center,65
7887,4/18/2015,Phillips Community Center,40
7888,4/18/2015,Brookline Community Center,187
7889,4/18/2015,Ormsby Community Center,26
7890,4/18/2015,Magee Community Center,16
7891,4/18/2015,West Penn Community Center,20
7892,4/17/2015,Phillips Community Center,57
7893,4/17/2015,Brookline Community Center,94
7894,4/17/2015,Arlington Community Center,36
7895,4/17/2015,Ammon Community Center,98
7896,4/17/2015,Magee Community Center,67
7897,4/17/2015,Jefferson Community Center,41
7898,4/17/2015,Ormsby Community Center,26
7899,4/17/2015,West Penn Community Center,47
7900,4/17/2015,Warrington Community Center,55
7901,4/16/2015,Phillips Community Center,59
7902,4/16/2015,Paulson Community Center,25
7903,4/16/2015,Ammon Community Center,93
7904,4/16/2015,Arlington Community Center,54
7905,4/16/2015,Brookline Community Center,170
7906,4/16/2015,Ormsby Community Center,46
7907,4/16/2015,Jefferson Community Center,40
7908,4/16/2015,Magee Community Center,46
7909,4/16/2015,Warrington Community Center,61
7957,4/9/2015,Ormsby Community Center,47
7910,4/16/2015,West Penn Community Center,125
7911,4/15/2015,Paulson Community Center,25
7912,4/15/2015,Phillips Community Center,67
7913,4/15/2015,Brookline Community Center,214
7914,4/15/2015,Arlington Community Center,78
7915,4/15/2015,Ammon Community Center,102
7916,4/15/2015,Magee Community Center,37
7917,4/15/2015,Jefferson Community Center,25
7918,4/15/2015,Ormsby Community Center,44
7919,4/15/2015,West Penn Community Center,65
7920,4/15/2015,Warrington Community Center,18
7921,4/14/2015,Phillips Community Center,37
7922,4/14/2015,Paulson Community Center,29
7923,4/14/2015,Arlington Community Center,50
7924,4/14/2015,Brookline Community Center,193
7925,4/14/2015,Ormsby Community Center,45
7926,4/14/2015,Jefferson Community Center,49
7927,4/14/2015,Magee Community Center,23
7928,4/14/2015,Warrington Community Center,11
7929,4/14/2015,West Penn Community Center,48
7930,4/13/2015,Paulson Community Center,40
7931,4/13/2015,Phillips Community Center,71
7932,4/13/2015,Brookline Community Center,253
7933,4/13/2015,Arlington Community Center,72
7934,4/13/2015,Magee Community Center,54
7935,4/13/2015,Jefferson Community Center,38
7936,4/13/2015,Ormsby Community Center,29
7937,4/13/2015,West Penn Community Center,82
7938,4/13/2015,Warrington Community Center,32
7939,4/11/2015,Phillips Community Center,45
7940,4/11/2015,Brookline Community Center,234
7941,4/11/2015,Ormsby Community Center,15
7942,4/11/2015,Magee Community Center,49
7943,4/11/2015,West Penn Community Center,13
7944,4/10/2015,Phillips Community Center,75
7945,4/10/2015,Paulson Community Center,17
7946,4/10/2015,Brookline Community Center,269
7947,4/10/2015,Arlington Community Center,46
7948,4/10/2015,Jefferson Community Center,44
7949,4/10/2015,Ormsby Community Center,40
7950,4/10/2015,West Penn Community Center,37
7951,4/10/2015,Warrington Community Center,40
7952,4/9/2015,Paulson Community Center,53
7953,4/9/2015,Phillips Community Center,95
7954,4/9/2015,Arlington Community Center,66
7955,4/9/2015,Ammon Community Center,131
7956,4/9/2015,Brookline Community Center,217
7958,4/9/2015,Jefferson Community Center,22
7959,4/9/2015,Magee Community Center,39
7960,4/9/2015,Warrington Community Center,34
7961,4/9/2015,West Penn Community Center,132
7962,4/8/2015,Phillips Community Center,73
7963,4/8/2015,Paulson Community Center,51
7964,4/8/2015,Brookline Community Center,184
7965,4/8/2015,Ammon Community Center,90
7966,4/8/2015,Arlington Community Center,49
7967,4/8/2015,Magee Community Center,69
7968,4/8/2015,Jefferson Community Center,31
7969,4/8/2015,Ormsby Community Center,42
7970,4/8/2015,West Penn Community Center,73
7971,4/8/2015,Warrington Community Center,54
7972,4/7/2015,Phillips Community Center,107
7973,4/7/2015,Arlington Community Center,50
7974,4/7/2015,Ammon Community Center,131
7975,4/7/2015,Brookline Community Center,155
7976,4/7/2015,Ormsby Community Center,56
7977,4/7/2015,Jefferson Community Center,40
7978,4/7/2015,Warrington Community Center,6
7979,4/7/2015,West Penn Community Center,85
7980,4/6/2015,Phillips Community Center,88
7981,4/6/2015,Paulson Community Center,53
7982,4/6/2015,Brookline Community Center,221
7983,4/6/2015,Ammon Community Center,71
7984,4/6/2015,Arlington Community Center,110
7985,4/6/2015,Jefferson Community Center,26
7986,4/6/2015,Magee Community Center,57
7987,4/6/2015,Ormsby Community Center,38
7988,4/6/2015,West Penn Community Center,93
7989,4/6/2015,Warrington Community Center,79
7990,4/4/2015,Phillips Community Center,77
7991,4/4/2015,Brookline Community Center,88
7992,4/4/2015,Ormsby Community Center,21
7993,4/4/2015,Magee Community Center,23
7994,4/4/2015,West Penn Community Center,22
7995,4/2/2015,Phillips Community Center,73
7996,4/2/2015,Paulson Community Center,54
7997,4/2/2015,Brookline Community Center,90
7998,4/2/2015,Arlington Community Center,91
7999,4/2/2015,Ammon Community Center,52
8000,4/2/2015,Magee Community Center,80
8001,4/2/2015,Jefferson Community Center,17
8002,4/2/2015,Ormsby Community Center,24
8003,4/2/2015,West Penn Community Center,143
8004,4/2/2015,Warrington Community Center,37
8005,4/1/2015,Paulson Community Center,76
8006,4/1/2015,Phillips Community Center,47
8007,4/1/2015,Ammon Community Center,98
8008,4/1/2015,Arlington Community Center,63
8009,4/1/2015,Brookline Community Center,215
8010,4/1/2015,Ormsby Community Center,55
8011,4/1/2015,Jefferson Community Center,28
8012,4/1/2015,Magee Community Center,110
8013,4/1/2015,Warrington Community Center,64
8014,4/1/2015,West Penn Community Center,86
8015,3/31/2015,Phillips Community Center,84
8016,3/31/2015,Paulson Community Center,45
8017,3/31/2015,Brookline Community Center,180
8018,3/31/2015,Arlington Community Center,53
8019,3/31/2015,Ammon Community Center,123
8020,3/31/2015,Magee Community Center,79
8021,3/31/2015,Jefferson Community Center,33
8022,3/31/2015,Ormsby Community Center,45
8023,3/31/2015,West Penn Community Center,95
8024,3/31/2015,Warrington Community Center,49
8025,3/30/2015,Paulson Community Center,24
8026,3/30/2015,Phillips Community Center,116
8027,3/30/2015,Ammon Community Center,80
8028,3/30/2015,Arlington Community Center,102
8029,3/30/2015,Brookline Community Center,199
8030,3/30/2015,Ormsby Community Center,40
8031,3/30/2015,Jefferson Community Center,38
8032,3/30/2015,Magee Community Center,54
8033,3/30/2015,Warrington Community Center,58
8034,3/30/2015,West Penn Community Center,110
8035,3/28/2015,Phillips Community Center,48
8036,3/28/2015,Brookline Community Center,132
